CoverageA,CoverageACount,CoverageB,CoverageBCount,CoverageX,CoverageXCount,CoverageY,CoverageYCount,Effect size,Iteration,Sampling Rate,Test,Value,p
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.85665002713,28,0.1,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,0.6,3.0,0.846153846154,11.0,0.769230769231,10.0,-0.546517313552,28,0.1,Gender/Competence,-0.0788696830471,0.655114
1.0,8.0,1.0,8.0,0.833333333333,5.0,0.714285714286,5.0,-1.17123455754,28,0.1,Gender/Sciences,0.024839527905,0.109466
1.0,10.0,1.0,10.0,0.4,10.0,0.52,13.0,0.903034140838,29,0.1,Pleasantness/Flowers,0.205804163062,0.129725
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,1.42148926167,29,0.1,Gender/Career,0.523455241881,0.003502
1.0,10.0,1.0,10.0,1.0,10.0,0.8,8.0,0.662479936287,29,0.1,Unpleasentness/Asian,0.499315987936,0.000522
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.74530524965,29,0.1,Unpleasantness/Turkish,0.622296941793,0.000415
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.61478547461,29,0.1,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,0.6,3.0,0.846153846154,11.0,0.769230769231,10.0,0.488139111424,29,0.1,Gender/Competence,-0.0788696830471,0.655777
1.0,8.0,1.0,8.0,0.833333333333,5.0,0.714285714286,5.0,-0.873865866034,29,0.1,Gender/Sciences,0.024839527905,0.109925
1.0,10.0,1.0,10.0,0.56,14.0,0.76,19.0,0.828644842285,30,0.5,Pleasantness/Flowers,0.386988167356,0.035817
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,1.3552164906,30,0.5,Gender/Career,0.523455241881,0.003474
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.34239056952,30,0.5,Unpleasentness/Asian,0.579188647716,0.000275
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.75311252884,30,0.5,Unpleasantness/Turkish,0.622296941793,0.000411
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.44133827742,30,0.5,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,1.0,5.0,1.0,13.0,0.923076923077,12.0,-0.151169792684,30,0.5,Gender/Competence,-0.116379564131,0.722648
1.0,8.0,1.0,8.0,1.0,6.0,1.0,7.0,-1.0399065733,30,0.5,Gender/Sciences,0.0167767249513,0.372215
1.0,10.0,1.0,10.0,0.56,14.0,0.72,18.0,0.94893604401,31,0.5,Pleasantness/Flowers,0.352387267242,0.054509
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,1.55542178409,31,0.5,Gender/Career,0.523455241881,0.00346
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.26092947782,31,0.5,Unpleasentness/Asian,0.579188647716,0.000276
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.68439326558,31,0.5,Unpleasantness/Turkish,0.622296941793,0.000425
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.36305279855,31,0.5,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,1.0,5.0,1.0,13.0,0.923076923077,12.0,0.611237230275,31,0.5,Gender/Competence,-0.116379564131,0.721999
1.0,8.0,1.0,8.0,1.0,6.0,1.0,7.0,-1.21298704254,31,0.5,Gender/Sciences,0.0167767249513,0.373042
1.0,10.0,1.0,10.0,0.6,15.0,0.76,19.0,1.2046093078,32,0.5,Pleasantness/Flowers,0.458095830384,0.023038
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,1.33708082887,32,0.5,Gender/Career,0.523455241881,0.003514
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,0.371989376747,32,0.5,Unpleasentness/Asian,0.579188647716,0.00025
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.56570826612,32,0.5,Unpleasantness/Turkish,0.622296941793,0.000408
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.20362397415,32,0.5,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,1.0,5.0,1.0,13.0,0.923076923077,12.0,0.20103435542,32,0.5,Gender/Competence,-0.116379564131,0.721377
1.0,8.0,1.0,8.0,1.0,6.0,1.0,7.0,-0.140092573894,32,0.5,Gender/Sciences,0.0167767249513,0.371925
1.0,10.0,1.0,10.0,0.6,15.0,0.76,19.0,1.01450766477,33,0.5,Pleasantness/Flowers,0.458095830384,0.022907
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,0.969436068916,33,0.5,Gender/Career,0.523455241881,0.00345
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,0.904032801261,33,0.5,Unpleasentness/Asian,0.579188647716,0.00027
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.27192286562,33,0.5,Unpleasantness/Turkish,0.622296941793,0.000426
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.34627090153,33,0.5,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,1.0,5.0,1.0,13.0,0.923076923077,12.0,0.747472038993,33,0.5,Gender/Competence,-0.116379564131,0.72117
1.0,8.0,1.0,8.0,1.0,6.0,1.0,7.0,-0.209443837237,33,0.5,Gender/Sciences,0.0167767249513,0.37229
1.0,10.0,1.0,10.0,0.56,14.0,0.76,19.0,0.958296980378,34,0.5,Pleasantness/Flowers,0.386988167356,0.036092
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,1.294533453,34,0.5,Gender/Career,0.523455241881,0.003402
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.33833354028,34,0.5,Unpleasentness/Asian,0.579188647716,0.000269
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.641359413,34,0.5,Unpleasantness/Turkish,0.622296941793,0.000413
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.54619422032,34,0.5,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,1.0,5.0,1.0,13.0,0.923076923077,12.0,-0.093139832612,34,0.5,Gender/Competence,-0.116379564131,0.722332
1.0,8.0,1.0,8.0,1.0,6.0,0.857142857143,6.0,-1.36680472839,34,0.5,Gender/Sciences,-0.00569382845424,0.356296
1.0,10.0,1.0,10.0,0.56,14.0,0.76,19.0,1.05977162523,35,0.5,Pleasantness/Flowers,0.386988167356,0.03625
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,1.43465471618,35,0.5,Gender/Career,0.523455241881,0.003546
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.36201526749,35,0.5,Unpleasentness/Asian,0.579188647716,0.000282
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.70311849605,35,0.5,Unpleasantness/Turkish,0.622296941793,0.000416
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.30890144867,35,0.5,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,1.0,5.0,1.0,13.0,0.923076923077,12.0,0.390874212839,35,0.5,Gender/Competence,-0.116379564131,0.721034
1.0,8.0,1.0,8.0,1.0,6.0,0.857142857143,6.0,-1.2990694139,35,0.5,Gender/Sciences,-0.00569382845424,0.356469
1.0,10.0,1.0,10.0,0.6,15.0,0.76,19.0,1.01916499637,36,0.5,Pleasantness/Flowers,0.458095830384,0.023276
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,1.18930108448,36,0.5,Gender/Career,0.523455241881,0.003453
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.23330062883,36,0.5,Unpleasentness/Asian,0.579188647716,0.000287
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.61420984874,36,0.5,Unpleasantness/Turkish,0.622296941793,0.000415
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.622990805,36,0.5,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,1.0,5.0,1.0,13.0,0.923076923077,12.0,-0.312822376781,36,0.5,Gender/Competence,-0.116379564131,0.722307
1.0,8.0,1.0,8.0,1.0,6.0,1.0,7.0,-1.12944013089,36,0.5,Gender/Sciences,0.0167767249513,0.372339
1.0,10.0,1.0,10.0,0.56,14.0,0.76,19.0,0.834808062323,37,0.5,Pleasantness/Flowers,0.386988167356,0.035874
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,1.13537418398,37,0.5,Gender/Career,0.523455241881,0.00347
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,0.690358592364,37,0.5,Unpleasentness/Asian,0.579188647716,0.000251
1.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,1.60230535006,37,0.5,Unpleasantness/Turkish,0.697563364403,0.000205
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.26784178953,37,0.5,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,1.0,5.0,1.0,13.0,0.923076923077,12.0,-0.314269941235,37,0.5,Gender/Competence,-0.116379564131,0.722611
1.0,8.0,1.0,8.0,1.0,6.0,0.857142857143,6.0,-1.4304823986,37,0.5,Gender/Sciences,-0.00569382845424,0.356076
1.0,10.0,1.0,10.0,0.6,15.0,0.76,19.0,1.13891264575,38,0.5,Pleasantness/Flowers,0.458095830384,0.023098
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,1.24992620491,38,0.5,Gender/Career,0.523455241881,0.003421
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.11783779441,38,0.5,Unpleasentness/Asian,0.579188647716,0.000283
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.58181605573,38,0.5,Unpleasantness/Turkish,0.622296941793,0.000428
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.37878364267,38,0.5,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,1.0,5.0,1.0,13.0,0.923076923077,12.0,-0.198219152926,38,0.5,Gender/Competence,-0.116379564131,0.722042
1.0,8.0,1.0,8.0,1.0,6.0,1.0,7.0,-1.14373713558,38,0.5,Gender/Sciences,0.0167767249513,0.372426
1.0,10.0,1.0,10.0,0.56,14.0,0.76,19.0,0.906672006018,39,0.5,Pleasantness/Flowers,0.386988167356,0.035765
1.0,5.0,1.0,5.0,1.0,7.0,1.0,7.0,1.29229023242,39,0.5,Gender/Career,0.523455241881,0.003368
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.28910558107,39,0.5,Unpleasentness/Asian,0.579188647716,0.000284
1.0,10.0,1.0,10.0,1.0,10.0,0.9,9.0,1.64025983185,39,0.5,Unpleasantness/Turkish,0.622296941793,0.000474
1.0,10.0,1.0,10.0,1.0,6.0,1.0,6.0,1.49933252576,39,0.5,Unpleasantness/Islam,0.443616107065,0.0
1.0,5.0,1.0,5.0,1.0,13.0,0.923076923077,12.0,-0.340312408049,39,0.5,Gender/Competence,-0.116379564131,0.721791
1.0,8.0,1.0,8.0,1.0,6.0,1.0,7.0,-1.34648829023,39,0.5,Gender/Sciences,0.0167767249513,0.372659
